state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations,charging_stations,avg_ev_subsidy_rs,fuel_price_rs_per_litre,avg_income_index
Chhattisgarh,2018,3W,91306,6769,859,25000,103.0,1.0
Jharkhand,2023,3W,71373,22815,571,75000,103.08,1.48
Rajasthan,2017,2W,86490,0,380,25000,95.12,0.8
Rajasthan,2020,4W,92988,22425,122,25000,93.75,1.0
Gujarat,2020,3W,118575,13706,234,100000,98.59,1.22
Telangana,2019,2W,93104,630,385,0,111.47,0.56
Gujarat,2021,3W,94065,9178,874,0,109.75,0.56
Karnataka,2016,2W,85266,9704,372,75000,91.87,0.67
Uttar Pradesh,2016,2W,101729,7547,95,75000,93.01,1.09
Assam,2022,3W,66402,0,597,100000,97.55,0.57
Jharkhand,2018,4W,101905,16733,160,25000,111.13,1.24
Jharkhand,2022,3W,24364,4590,655,100000,110.98,0.94
Punjab,2018,2W,82430,7827,891,100000,91.42,0.91
Karnataka,2024,2W,84698,19113,699,25000,110.42,0.74
Telangana,2024,4W,121772,21040,590,100000,96.44,0.83
Odisha,2024,2W,60686,6858,359,75000,105.2,0.98
Rajasthan,2020,4W,56440,0,639,50000,102.95,0.52
West Bengal,2023,3W,111769,4334,576,0,105.51,0.89
Chhattisgarh,2019,2W,131046,10957,763,0,99.88,1.02
Odisha,2019,3W,105638,6603,753,75000,111.63,1.09
Assam,2022,3W,86937,1003,374,25000,91.49,0.67
Jharkhand,2020,3W,102562,1565,134,25000,114.12,0.67
Jharkhand,2024,2W,87268,11250,36,75000,108.06,0.66
Rajasthan,2021,4W,71132,4762,244,100000,106.4,0.81
Chhattisgarh,2019,3W,89551,8754,647,0,90.77,1.34
Uttar Pradesh,2021,4W,57358,8241,18,75000,91.9,1.26
Bihar,2020,3W,55200,19041,563,75000,92.63,0.61
Gujarat,2024,2W,68866,13664,616,100000,114.44,0.82
Telangana,2019,3W,108657,28611,556,50000,91.59,0.74
Odisha,2023,2W,84944,463,111,0,96.32,0.75
Haryana,2022,3W,81691,10625,227,0,99.13,1.02
Jharkhand,2020,2W,69551,5074,337,100000,100.51,0.81
West Bengal,2022,4W,119023,22917,1002,0,109.12,0.61
Tamil Nadu,2017,4W,59559,7330,590,25000,92.07,1.32
Chhattisgarh,2016,4W,103678,21471,10,25000,97.38,1.03
Karnataka,2017,4W,42646,3171,154,0,90.39,1.37
Madhya Pradesh,2024,3W,34752,0,316,75000,96.45,0.64
Uttar Pradesh,2024,2W,96847,9397,197,25000,98.66,0.52
Chhattisgarh,2020,3W,75361,10420,162,25000,100.71,1.49
Telangana,2019,4W,1000,27,1068,100000,94.23,0.74
Odisha,2016,3W,118080,12093,926,75000,111.9,0.84
West Bengal,2023,3W,62530,4755,308,0,104.31,1.2
Bihar,2018,2W,81204,14483,1134,75000,113.95,1.19
Odisha,2021,4W,90800,5405,415,100000,110.77,0.59
Chhattisgarh,2019,2W,87178,17973,217,75000,112.24,1.11
Tamil Nadu,2024,4W,120491,2934,444,0,97.7,0.79
West Bengal,2017,3W,95829,8346,251,100000,103.88,0.98
Haryana,2017,4W,102404,13245,146,100000,94.86,0.62
Punjab,2024,4W,41346,8765,498,100000,95.04,0.54
Jharkhand,2019,4W,90917,22840,258,100000,90.92,1.23
Assam,2020,3W,79084,10788,602,25000,107.59,0.7
Haryana,2021,2W,94149,16637,533,50000,112.44,0.86
Punjab,2018,4W,114477,25683,112,100000,96.61,1.37
Haryana,2016,4W,128748,26467,444,50000,109.03,1.09
Haryana,2020,4W,77999,19872,419,75000,109.52,1.37
Jharkhand,2024,3W,110880,20179,352,100000,114.65,0.88
Karnataka,2017,4W,88894,7626,652,100000,111.39,0.86
Madhya Pradesh,2024,3W,74244,7593,330,75000,104.93,1.1
Odisha,2020,3W,54483,14814,623,100000,91.97,0.86
Chhattisgarh,2017,2W,54810,9974,189,100000,92.11,0.89
Odisha,2023,3W,67939,4593,77,0,95.9,1.39
Uttar Pradesh,2024,3W,91831,6777,212,25000,94.27,0.96
Maharashtra,2021,4W,63660,13649,388,75000,100.76,1.02
Tamil Nadu,2022,3W,63810,11170,831,0,102.58,1.31
Assam,2016,4W,91939,23358,190,0,97.51,1.21
Rajasthan,2023,2W,124798,26160,147,0,101.41,1.4
Delhi,2021,2W,88872,24078,504,50000,102.85,1.08
Delhi,2018,3W,49468,11084,695,50000,106.24,1.28
Uttar Pradesh,2021,4W,94007,13486,984,100000,106.83,0.75
Gujarat,2018,2W,98002,18309,485,25000,96.98,1.07
Kerala,2022,2W,61243,15868,593,0,95.39,1.39
Madhya Pradesh,2023,4W,83394,11670,624,0,96.55,0.83
Delhi,2021,3W,124350,4763,861,50000,110.41,0.52
Delhi,2021,2W,44763,11030,476,75000,93.17,0.67
West Bengal,2019,3W,27172,2832,606,25000,98.19,0.74
West Bengal,2018,2W,94696,4145,371,0,113.81,1.44
Rajasthan,2024,3W,69193,19863,291,50000,104.24,1.41
Telangana,2021,4W,109053,19493,240,25000,109.31,0.51
Madhya Pradesh,2016,4W,96785,0,529,100000,107.95,0.77
Telangana,2022,2W,85000,16383,426,0,100.31,0.74
Telangana,2022,3W,86277,9882,891,25000,95.36,1.04
Bihar,2021,2W,37331,6325,667,0,113.19,1.46
West Bengal,2021,2W,110536,11721,671,75000,110.37,1.0
Maharashtra,2021,4W,81068,21768,634,0,96.64,0.66
Bihar,2016,3W,85664,6870,1077,50000,100.47,1.17
Karnataka,2022,3W,46633,6404,376,75000,94.05,1.03
Assam,2017,3W,149240,0,26,25000,91.49,0.99
Uttar Pradesh,2016,2W,71960,22341,465,25000,108.36,1.25
Maharashtra,2019,3W,38569,5537,239,0,93.34,0.88
Kerala,2021,4W,30493,9983,897,25000,104.38,0.67
Chhattisgarh,2018,4W,109298,20785,153,25000,114.28,0.58
Gujarat,2024,4W,103677,8529,374,25000,108.63,1.42
Gujarat,2020,3W,64816,13492,817,100000,111.69,0.53
Jharkhand,2017,2W,97775,24414,922,25000,106.31,0.6
Delhi,2019,4W,66910,7055,277,0,94.83,0.84
Gujarat,2020,4W,98877,17523,85,0,99.95,0.58
Punjab,2021,3W,75588,0,350,50000,94.54,0.67
Delhi,2017,4W,128003,22440,442,50000,107.66,0.89
Odisha,2021,3W,64521,14714,108,100000,108.06,1.29
Punjab,2023,3W,38534,5061,744,100000,91.13,1.22
Chhattisgarh,2016,3W,37573,2680,832,75000,106.83,1.42
Karnataka,2024,4W,81198,7636,537,50000,90.35,1.1
Delhi,2019,4W,85923,20986,817,50000,113.8,1.48
Karnataka,2021,2W,50295,6724,266,75000,107.18,0.74
Delhi,2017,2W,36875,5339,681,100000,112.02,1.4
West Bengal,2020,2W,91997,21658,884,0,110.43,0.58
Odisha,2020,4W,68205,5716,790,50000,103.13,0.59
Karnataka,2024,3W,63594,12104,248,25000,91.17,0.98
Rajasthan,2020,2W,97213,0,586,25000,111.8,1.21
Telangana,2023,3W,59410,9582,696,100000,110.9,0.98
Rajasthan,2016,4W,40811,3647,143,75000,109.87,0.93
Punjab,2022,3W,82932,17459,139,75000,113.97,0.72
Punjab,2016,3W,126923,8163,585,75000,103.93,0.87
Bihar,2022,3W,46003,16303,136,25000,90.77,0.69
West Bengal,2022,2W,79496,12178,266,25000,109.73,0.57
Gujarat,2020,3W,104217,6818,618,100000,103.23,0.71
Tamil Nadu,2017,2W,75027,9874,791,25000,103.22,0.86
Haryana,2024,3W,81593,27863,392,0,105.25,0.58
Punjab,2016,2W,101293,20734,302,50000,102.83,0.72
Madhya Pradesh,2021,2W,137655,32682,569,50000,90.08,0.91
Uttar Pradesh,2021,2W,72349,4537,629,0,113.9,0.83
Odisha,2017,2W,115368,30677,908,0,98.95,1.16
Odisha,2024,2W,114742,17057,760,75000,108.15,0.58
Karnataka,2017,4W,143470,8575,590,0,96.41,1.11
Telangana,2022,3W,52270,8144,560,75000,113.63,1.06
Odisha,2017,3W,36178,6477,494,100000,112.64,1.44
Telangana,2018,2W,71073,15003,966,0,103.2,0.51
Madhya Pradesh,2018,2W,100286,0,897,0,90.99,1.45
Gujarat,2022,2W,65967,7610,864,0,98.07,0.95
Chhattisgarh,2019,2W,51204,5207,449,50000,106.78,1.01
Telangana,2021,4W,73359,14455,262,75000,106.26,0.95
Jharkhand,2019,3W,110368,29817,432,75000,93.33,1.19
Odisha,2019,2W,24689,1219,671,25000,102.04,1.32
Punjab,2021,2W,50244,6354,536,100000,99.81,0.58
Jharkhand,2023,2W,100399,12217,1006,0,104.0,0.63
Madhya Pradesh,2020,2W,50490,3943,681,0,93.41,1.3
Odisha,2018,4W,69949,0,381,100000,97.76,1.2
Kerala,2021,4W,92755,32929,645,75000,102.08,1.03
Jharkhand,2016,3W,84865,17248,636,75000,95.5,0.96
Chhattisgarh,2017,4W,52573,1912,353,25000,112.33,1.28
Uttar Pradesh,2023,2W,110157,0,994,25000,114.91,1.03
Chhattisgarh,2022,4W,99462,7579,717,100000,105.33,0.72
Gujarat,2018,2W,112417,18297,511,0,94.28,1.41
Assam,2019,2W,10502,2122,67,75000,105.91,1.39
Delhi,2022,4W,95707,18992,688,50000,106.31,0.66
Bihar,2017,2W,91597,19145,771,0,111.25,0.54
Karnataka,2018,3W,67092,11582,411,100000,99.76,0.62
Gujarat,2016,2W,106841,17896,770,50000,103.76,1.08
Chhattisgarh,2019,2W,54529,7698,699,75000,103.02,1.42
Tamil Nadu,2023,3W,81446,16522,929,0,105.84,1.32
Gujarat,2020,4W,69953,2884,676,75000,112.39,0.83
West Bengal,2019,4W,100103,27914,158,25000,98.24,0.9
Punjab,2020,2W,104354,6458,251,50000,98.08,1.14
Jharkhand,2018,2W,72563,10321,277,25000,99.2,0.61
Uttar Pradesh,2018,3W,114241,29537,482,25000,102.13,1.44
Punjab,2020,2W,110051,15475,586,100000,107.57,1.49
Jharkhand,2016,4W,103722,18465,495,75000,98.9,0.67
Telangana,2023,2W,139075,14149,436,25000,92.68,1.47
Assam,2016,3W,98394,33240,137,0,99.82,1.45
Karnataka,2024,3W,112481,26035,210,50000,100.24,0.93
Rajasthan,2023,4W,38583,11907,451,50000,100.44,1.4
Kerala,2023,3W,7141,1591,732,25000,112.86,0.76
Rajasthan,2024,2W,72506,1231,510,75000,105.73,0.82
Delhi,2019,4W,79225,12203,259,0,91.87,0.66
Karnataka,2017,4W,108704,24140,407,75000,103.32,0.76
Punjab,2021,4W,85594,3240,558,75000,93.95,1.48
Rajasthan,2022,2W,80737,18351,180,50000,91.78,1.3
Telangana,2021,4W,71143,254,529,25000,96.09,0.67
Assam,2020,3W,82952,987,532,25000,95.68,0.94
Chhattisgarh,2024,3W,38908,8428,693,75000,111.13,0.68
Madhya Pradesh,2020,2W,107441,24727,138,75000,92.56,0.57
Delhi,2022,4W,102211,3342,580,0,102.49,1.3
Telangana,2018,4W,92009,18665,758,25000,111.39,1.02
Punjab,2017,4W,74532,18049,521,75000,112.66,1.3
Tamil Nadu,2019,3W,49222,11178,189,50000,111.52,0.56
Gujarat,2024,4W,98545,26625,654,100000,90.79,1.11
Rajasthan,2016,2W,111905,23361,1339,75000,93.34,0.81
Uttar Pradesh,2017,3W,71981,11641,761,100000,97.88,0.95
Assam,2022,2W,56735,6923,971,75000,96.71,0.74
Odisha,2023,2W,87058,14313,700,0,97.95,0.65
Chhattisgarh,2019,4W,48928,7963,109,0,100.44,0.66
Gujarat,2020,3W,141399,45888,1128,25000,101.57,1.16
Haryana,2017,3W,122478,11870,419,100000,100.26,1.2
Jharkhand,2021,4W,79618,3019,355,75000,107.41,0.94
Assam,2017,3W,97493,11039,1145,25000,103.28,1.06
Haryana,2024,2W,73076,20529,510,50000,93.52,1.43
Haryana,2021,2W,107494,5952,804,50000,99.11,0.9
Telangana,2020,3W,50249,8156,389,0,96.59,1.19
Uttar Pradesh,2018,4W,63966,10894,357,100000,104.58,1.07
Maharashtra,2022,2W,33872,10258,58,50000,104.95,0.51
Rajasthan,2021,2W,84209,6756,747,0,98.9,0.82
Assam,2024,2W,87770,19373,477,100000,107.27,1.17
Uttar Pradesh,2020,3W,102145,24941,495,25000,97.71,0.51
Maharashtra,2022,4W,65393,11650,251,100000,98.45,1.38
West Bengal,2017,3W,124375,16660,943,0,104.96,0.71
Odisha,2017,4W,43371,10407,800,50000,108.45,0.62
Odisha,2020,2W,44623,10057,371,100000,98.49,1.24
Telangana,2024,3W,104241,34762,701,0,93.23,1.33
Madhya Pradesh,2023,3W,97597,13495,459,75000,98.77,0.6
Odisha,2024,4W,45433,0,33,50000,97.39,0.66
Bihar,2016,3W,43369,2490,708,50000,98.81,0.85
Kerala,2023,4W,37704,9801,403,75000,99.79,0.92
Karnataka,2017,3W,73075,1466,487,75000,93.23,0.54
Odisha,2021,4W,39081,713,164,100000,110.19,0.9
Telangana,2017,4W,120880,17171,373,100000,103.79,1.0
Tamil Nadu,2017,3W,80076,20772,221,100000,111.72,1.35
Madhya Pradesh,2024,3W,13723,3467,316,50000,113.66,0.79
Maharashtra,2022,4W,43313,13779,971,100000,95.01,0.81
Punjab,2020,4W,100533,12268,51,100000,91.17,1.46
Chhattisgarh,2023,4W,105802,20980,474,0,112.52,0.99
West Bengal,2016,4W,65623,145,130,0,113.1,1.34
Jharkhand,2024,2W,110184,16537,593,75000,94.81,0.93
Rajasthan,2016,2W,63577,18319,492,100000,101.0,1.15
Gujarat,2019,4W,68703,6966,77,100000,95.28,1.08
Madhya Pradesh,2023,2W,133187,4467,472,0,92.18,1.43
West Bengal,2024,2W,77653,13000,1144,100000,94.58,0.88
Kerala,2024,4W,59605,11026,449,0,102.4,1.14
Rajasthan,2016,4W,100614,27673,651,25000,112.7,1.04
Bihar,2017,3W,53265,9992,1304,50000,92.93,1.43
Punjab,2021,2W,8861,2624,132,25000,97.45,0.55
Kerala,2022,2W,30623,2434,189,50000,108.47,1.39
Punjab,2023,4W,60212,11253,518,0,101.66,1.23
Rajasthan,2021,4W,75255,5978,439,25000,113.2,0.72
Delhi,2017,2W,40708,0,800,25000,111.95,0.81
Punjab,2016,4W,75587,17901,597,100000,103.03,1.26
Odisha,2024,2W,70687,20659,542,0,105.36,0.81
Delhi,2021,4W,38612,3730,1145,100000,103.75,1.22
Haryana,2018,3W,129154,18638,269,25000,105.3,0.82
Assam,2020,2W,94657,13152,347,75000,95.82,0.79
Delhi,2019,2W,58516,27217,181,50000,114.29,1.39
Telangana,2020,2W,21246,2483,398,0,106.87,1.05
Delhi,2018,4W,74732,19191,1359,0,109.22,1.5
Madhya Pradesh,2018,2W,77013,21567,151,25000,100.45,1.17
Jharkhand,2020,2W,139712,24832,28,100000,106.58,0.76
Telangana,2018,3W,81470,3634,440,100000,110.1,0.71
Madhya Pradesh,2017,4W,52324,9837,138,100000,108.19,1.0
West Bengal,2024,4W,115084,22909,533,50000,110.11,1.06
Tamil Nadu,2021,4W,81060,13228,401,100000,106.74,1.06
Madhya Pradesh,2024,2W,77178,4626,436,25000,95.47,1.5
West Bengal,2022,2W,107451,2254,635,50000,94.15,1.03
Odisha,2018,3W,47961,4224,503,25000,114.29,1.5
Telangana,2016,2W,115309,6374,215,25000,99.27,1.25
Haryana,2020,3W,87998,24276,908,25000,96.86,1.1
Assam,2020,2W,9093,1770,340,25000,99.2,0.76
Kerala,2020,4W,85549,10637,298,25000,91.86,1.46
Rajasthan,2016,2W,72383,7336,685,25000,98.7,0.88
Bihar,2020,2W,82624,248,314,0,92.19,0.85
Assam,2022,3W,56839,2668,438,75000,104.49,0.76
Chhattisgarh,2021,2W,111198,22517,344,0,102.41,1.39
Bihar,2023,3W,101433,26675,370,50000,92.49,1.03
Kerala,2021,2W,117503,0,195,0,113.18,0.58
Telangana,2017,4W,65841,23612,641,50000,105.81,0.76
Uttar Pradesh,2019,4W,76197,15309,568,25000,102.67,1.47
West Bengal,2016,4W,121584,17486,385,25000,112.33,1.19
Tamil Nadu,2018,4W,103369,17621,296,0,114.9,1.1
Kerala,2019,4W,95184,21783,718,25000,92.35,1.01
Chhattisgarh,2016,4W,106425,13740,887,75000,90.9,0.96
Madhya Pradesh,2020,2W,123375,18777,112,0,114.56,1.17
Chhattisgarh,2024,3W,71231,14150,884,0,90.16,0.95
Bihar,2021,4W,57388,6876,738,0,113.98,0.72
West Bengal,2018,4W,75627,11923,1139,0,96.44,0.9
Bihar,2016,2W,84626,25632,117,100000,113.92,0.88
Telangana,2023,2W,35840,4601,580,0,100.04,0.7
Assam,2023,4W,105245,9766,166,25000,100.31,1.31
Karnataka,2022,4W,83724,0,13,50000,103.02,0.67
Maharashtra,2021,3W,89574,17458,619,50000,91.37,0.9
Punjab,2020,4W,92110,15271,773,25000,105.52,1.15
Delhi,2020,3W,51899,4650,620,0,106.68,0.97
Punjab,2024,4W,78837,16899,387,100000,106.64,0.61
Rajasthan,2016,3W,74691,9076,322,0,114.08,0.53
Haryana,2024,4W,50708,10094,555,100000,112.53,0.94
Punjab,2016,3W,79688,24373,449,25000,94.63,1.31
Bihar,2020,3W,71751,10956,197,0,112.66,0.92
Uttar Pradesh,2019,2W,70733,18034,564,25000,101.05,1.48
Bihar,2018,3W,75894,11634,16,25000,97.62,1.26
Gujarat,2024,4W,70365,214,885,0,102.18,1.17
Gujarat,2022,4W,103120,19678,306,0,91.43,0.86
Haryana,2017,2W,73313,2472,137,0,110.8,1.38
Uttar Pradesh,2019,4W,87790,11530,386,75000,94.08,0.71
Kerala,2024,2W,45198,8098,886,0,105.4,1.06
Assam,2024,2W,78626,15090,904,75000,108.51,0.71
Jharkhand,2021,3W,22845,2118,54,100000,110.06,0.75
Rajasthan,2021,2W,121107,12166,225,0,105.64,1.09
Odisha,2023,3W,64337,0,1197,0,92.72,1.43
Karnataka,2023,3W,38849,7669,1108,100000,94.02,1.11
Maharashtra,2016,4W,61769,19514,120,75000,94.55,0.52
Jharkhand,2020,3W,14468,2089,442,75000,95.15,1.38
Telangana,2023,3W,101292,15452,330,100000,93.87,0.79
Gujarat,2019,2W,74394,7467,891,50000,91.01,0.77
Tamil Nadu,2021,2W,86813,15158,842,50000,91.7,0.56
Jharkhand,2017,4W,59222,11534,513,75000,100.61,1.19
Delhi,2020,2W,93403,15973,712,50000,98.73,0.73
Kerala,2017,2W,65033,6194,414,0,104.71,0.96
Rajasthan,2016,2W,68125,10984,571,25000,96.75,0.82
Gujarat,2016,3W,92262,2486,465,100000,94.95,1.13
Maharashtra,2019,2W,63288,14794,671,0,102.81,1.28
West Bengal,2016,2W,87771,7852,84,0,107.22,1.35
Karnataka,2023,4W,16809,2639,278,25000,99.58,0.98
Jharkhand,2020,3W,71734,24069,360,100000,106.98,0.69
Maharashtra,2018,4W,73683,6328,805,75000,101.68,1.15
Tamil Nadu,2017,3W,1000,13,426,0,111.92,1.03
Jharkhand,2017,2W,86090,3352,354,0,101.1,0.59
Haryana,2022,3W,139549,9390,625,75000,107.56,1.44
Delhi,2019,3W,98167,14210,636,25000,96.47,1.22
Gujarat,2023,2W,133316,6929,983,75000,90.06,0.55
West Bengal,2023,4W,118300,32985,739,25000,112.82,0.62
Assam,2019,2W,130013,5751,162,50000,97.39,1.23
Maharashtra,2024,2W,169978,39345,633,100000,100.2,1.39
Tamil Nadu,2017,2W,49546,5809,556,0,111.79,0.5
Tamil Nadu,2022,3W,79775,12056,364,0,91.1,1.06
Delhi,2019,3W,57295,15697,1042,0,99.84,1.5
Jharkhand,2020,4W,68594,10771,500,25000,104.37,1.25
Telangana,2022,3W,91139,0,362,100000,97.27,0.61
Jharkhand,2024,2W,153548,3767,189,0,113.62,1.31
Madhya Pradesh,2021,2W,66475,9530,505,25000,114.62,1.37
Tamil Nadu,2021,2W,55467,7957,271,75000,110.84,0.83
Maharashtra,2016,4W,130053,25327,477,100000,99.06,0.6
Uttar Pradesh,2018,4W,83050,19924,847,0,95.44,0.85
Haryana,2020,2W,83879,18614,777,25000,107.95,0.52
Jharkhand,2021,3W,96167,11628,1009,50000,111.3,0.91
Madhya Pradesh,2023,3W,25362,2917,583,75000,103.85,0.79
Haryana,2020,2W,47573,3206,605,75000,105.66,0.87
Jharkhand,2020,4W,138318,0,25,0,106.8,0.8
Delhi,2017,2W,108021,6028,493,75000,114.89,0.82
Jharkhand,2022,2W,60652,10014,245,50000,102.08,0.52
Assam,2022,4W,59637,0,128,0,102.97,0.87
Assam,2017,3W,105060,3966,267,25000,104.24,0.54
Rajasthan,2019,2W,115964,24426,159,100000,100.04,0.84
Punjab,2022,3W,51798,7944,797,50000,109.69,0.54
Telangana,2023,3W,25244,191,311,50000,90.34,0.83
West Bengal,2019,2W,81407,25930,418,75000,93.18,1.2
Kerala,2017,4W,84758,16039,548,50000,98.86,1.03
Jharkhand,2016,2W,73861,14535,299,75000,105.04,0.85
Rajasthan,2024,3W,99078,5710,263,100000,110.95,0.64
Haryana,2023,2W,82112,22305,600,25000,96.4,1.0
Maharashtra,2021,4W,68365,11593,764,0,93.42,1.47
Odisha,2019,4W,23431,5823,506,25000,107.09,0.7
Haryana,2024,2W,96772,1446,659,25000,108.64,1.03
Chhattisgarh,2018,3W,66580,6505,387,100000,109.98,1.43
Jharkhand,2023,2W,49010,14748,1175,0,107.93,1.32
Assam,2024,2W,22464,4515,875,0,100.5,1.24
Bihar,2016,2W,48273,11624,547,25000,101.03,0.65
Gujarat,2019,3W,59836,9171,738,100000,112.76,1.3
Rajasthan,2021,3W,75789,15579,338,25000,114.54,1.24
Maharashtra,2020,2W,83526,21110,408,0,93.25,1.17
Karnataka,2019,4W,102483,3857,355,100000,107.32,0.85
Tamil Nadu,2022,3W,40893,7544,302,50000,107.44,1.49
Assam,2016,3W,45823,7023,187,75000,94.03,1.07
Chhattisgarh,2022,3W,108094,15112,327,25000,92.47,1.13
Madhya Pradesh,2021,3W,99063,21268,240,25000,96.17,0.98
Rajasthan,2020,2W,89208,10271,644,25000,93.58,0.91
Jharkhand,2023,2W,113332,16115,409,100000,93.1,0.69
Jharkhand,2021,2W,97753,21664,556,50000,93.06,0.97
Odisha,2021,3W,98490,18818,297,0,95.13,0.68
Delhi,2021,4W,63160,0,226,25000,91.95,1.47
Bihar,2019,2W,57460,10398,266,50000,104.74,1.45
Jharkhand,2017,4W,86215,19218,613,0,102.91,0.68
Tamil Nadu,2018,4W,37818,8958,651,0,90.31,0.72
Bihar,2022,2W,47920,2470,617,75000,100.22,0.59
Odisha,2023,2W,57954,19445,366,25000,99.56,0.52
Rajasthan,2019,4W,116139,21078,540,75000,100.51,1.17
Madhya Pradesh,2018,2W,85565,10770,585,25000,106.95,1.41
Assam,2020,3W,21893,3017,740,75000,93.0,1.0
Rajasthan,2023,2W,97885,20141,171,75000,113.69,1.22
Gujarat,2021,3W,103616,26323,573,25000,90.73,0.82
Assam,2017,4W,108135,11472,887,50000,97.4,0.97
Karnataka,2023,3W,114909,40652,152,0,95.72,0.82
Jharkhand,2023,2W,120466,0,914,0,103.01,1.0
Madhya Pradesh,2021,2W,109757,27300,145,25000,106.2,0.72
Haryana,2018,3W,72334,8024,92,50000,91.22,1.06
Maharashtra,2024,3W,109423,12233,472,25000,99.4,1.37
Odisha,2017,4W,52932,6242,714,75000,108.59,0.59
Madhya Pradesh,2019,2W,75170,18065,303,75000,90.75,0.77
West Bengal,2022,4W,36858,9198,627,50000,111.21,0.73
Haryana,2022,2W,39124,7565,630,0,106.03,0.56
Haryana,2023,3W,47259,5960,848,100000,95.9,0.99
West Bengal,2018,3W,81049,1308,586,50000,102.74,0.94
Madhya Pradesh,2019,3W,79934,13019,766,75000,94.84,1.12
Maharashtra,2018,4W,55616,14210,814,100000,96.33,0.58
Delhi,2018,4W,103541,16655,551,75000,112.95,1.45
Chhattisgarh,2021,3W,43109,13865,268,50000,112.43,1.31
Assam,2024,3W,59712,22699,314,75000,99.46,1.21
Haryana,2021,3W,108828,0,333,0,90.11,0.87
Delhi,2023,2W,109237,21917,197,25000,91.6,1.07
West Bengal,2023,2W,52110,18684,397,0,108.31,0.84
Karnataka,2024,2W,93760,16587,579,100000,108.52,1.12
Kerala,2023,4W,106457,25781,336,75000,91.66,0.97
Rajasthan,2018,2W,110766,0,716,25000,93.83,0.61
Haryana,2020,3W,157543,0,289,0,95.74,0.95
Rajasthan,2020,4W,102396,18223,914,25000,109.79,1.47
Delhi,2018,4W,101022,21172,335,100000,106.1,1.41
Tamil Nadu,2016,3W,95666,26918,700,0,101.41,0.83
Kerala,2018,4W,58746,0,438,75000,107.9,0.75
Chhattisgarh,2019,4W,85333,6842,759,75000,110.08,0.66
Jharkhand,2018,3W,91381,13231,635,75000,99.63,0.7
Bihar,2018,3W,99332,25964,626,100000,98.79,1.1
Gujarat,2018,4W,114378,16315,346,50000,99.86,1.11
Haryana,2017,4W,91662,17075,129,50000,96.26,0.71
Karnataka,2023,3W,70336,11380,399,75000,94.12,0.56
Tamil Nadu,2018,2W,73077,11958,254,50000,113.79,0.5
Bihar,2022,4W,50544,6215,900,75000,103.46,1.11
West Bengal,2020,4W,75159,14338,427,50000,101.19,0.6
Chhattisgarh,2016,4W,96452,1685,540,0,94.04,0.59
Rajasthan,2023,3W,84813,10396,374,75000,100.15,1.36
West Bengal,2020,2W,97593,15394,627,50000,97.98,0.92
Rajasthan,2018,4W,31919,5033,529,100000,104.61,1.05
Uttar Pradesh,2022,2W,80238,6325,249,50000,100.58,0.71
Odisha,2016,2W,16742,5183,483,25000,109.87,1.0
Rajasthan,2020,2W,91542,24441,857,0,102.57,1.0
Tamil Nadu,2021,2W,71187,9395,889,25000,93.75,0.97
Assam,2018,3W,43689,9648,1078,75000,99.48,0.93
Uttar Pradesh,2017,4W,32312,5971,767,0,93.77,0.91
Telangana,2020,2W,117367,22757,558,50000,92.09,1.11
Chhattisgarh,2018,3W,60082,7700,14,75000,102.4,1.33
Telangana,2023,2W,99600,32675,384,0,104.85,1.14
Rajasthan,2020,2W,96300,22820,610,0,103.95,0.99
West Bengal,2016,4W,27495,3152,512,100000,91.59,1.08
Punjab,2018,4W,121833,4928,1009,100000,95.4,0.57
Gujarat,2019,4W,146036,32317,292,100000,94.87,1.23
Assam,2021,2W,110926,26911,712,100000,99.96,1.13
Delhi,2017,3W,67468,6574,525,75000,104.95,0.91
Jharkhand,2018,3W,78623,7630,576,0,105.88,0.84
Haryana,2017,3W,55725,9720,268,0,92.38,1.22
Uttar Pradesh,2022,4W,90097,0,649,0,108.39,0.89
Chhattisgarh,2019,3W,36994,10864,953,25000,97.12,1.09
Telangana,2020,2W,118229,21656,374,0,110.42,1.43
Tamil Nadu,2017,3W,58819,4580,576,50000,91.41,0.88
Kerala,2024,2W,104759,11854,319,25000,91.33,0.89
Uttar Pradesh,2016,2W,38616,0,576,0,112.21,0.87
Kerala,2023,3W,94866,7900,771,0,99.97,1.24
Jharkhand,2017,2W,111667,23971,134,75000,97.68,0.59
Jharkhand,2016,2W,85481,10123,712,100000,109.23,0.63
Assam,2021,4W,20405,4074,808,25000,99.83,1.31
Bihar,2023,4W,90369,5131,726,100000,97.34,1.4
Madhya Pradesh,2018,2W,44839,13599,262,25000,99.51,1.08
Bihar,2016,3W,64266,6549,114,0,113.72,1.04
Madhya Pradesh,2022,2W,86330,4979,277,0,108.11,1.01
Assam,2024,3W,67198,6613,784,75000,112.3,1.38
Chhattisgarh,2016,3W,64140,0,934,25000,105.88,1.36
Gujarat,2018,4W,88178,22955,702,50000,113.31,1.29
Kerala,2021,3W,101613,9430,578,25000,97.6,1.5
Rajasthan,2021,3W,96531,17781,335,25000,108.36,0.51
Rajasthan,2019,4W,85243,18906,767,25000,113.4,0.97
Telangana,2021,2W,77161,6215,423,75000,109.68,1.47
West Bengal,2019,4W,39157,5790,666,75000,96.98,0.71
Uttar Pradesh,2018,2W,33659,6985,575,0,108.05,1.07
Jharkhand,2020,2W,101720,0,272,100000,94.86,0.64
